Content,Label
"I especially like that I can put in a 32 GB card and never have to worry about running out of space, just click away.The ablility to manually adjust aperature is a huge plus!!",2
For people who like to customize their wallpaper this is the phone to do it.,1
"Takes excellent scenery photos, crisp, clear and true color.",2
I couldnt be more happy with the picture quality.,2
I could not be happier.,2
But I figured I might as well get the 120 Hz so anted up to the higher price for this one.,1
"However, one thing I don't like is that in fully automatic mode the camera resets the resolution each time you turn it off and on, which is soemthing the old camera wouldn't do if you turned off the ""All Reset"" feature.",1
"Refreshes alot when started up,kind of annoying.email: GREAT including Yahoo!, Gmail,Hot mail, AIM mail, AOL mail, and more.Web browser: is a little slow if you are picky but notridiculously slow and works great.Voice mail: is easy to set up and use, with lotsof settings.",2
You can also set it up to send you an email when it detects motion and attach a picture of the motion it detected.- - - - - - - -EDIT: I have now successfully set up the networking stuff.,2
& it spends nearly All this time in my pocket..,2
"I was tempted to get Sony's S model in this size, but the M is a newer model, and $50-$80 cheaper.",1
It's perfect for me.,2
We had Bush before and moved to a condo and had to go to cable.,1
"Just really muffled, and tinny.In summary this TV really outperforms it's price.",2
When I walked around a corner to find this gorgeous TV by itself with a bluray playing.,2
"The picture is outstanding, and the menus are easy to follow.",2
(I have never found a digital camera view screen that fares well in bright sun.,2
It also takes great pictures in low light without needing a flash.,2
"Main pocket zippered, so is an additional front pocket (with internal slip for memory card - nice!).",2
I wanted a phone--not an alarm clock or a camera or anything fancy--just a phone and it certainly fits the bill.,2
"It is great for taking rainy day pictures when nothing else can survive.Pros:Resistance to dust, water, and shock,Solid feel,Easy to use with a single hand",2
I love the wide angle lens and huge LCD screen.,2
It's definitely a camera worth having..,2
"I guess it's silly, but it's nice to have a camera that looks pretty, too.",2
Awesome picture.,2
Verizon could not activate over the phone or in store.,0
"As a complete unit, it functions beautifully.",2
"I sorta liked the sound, myself.Picture & Picture Adjustment:I do see a glare from lamps and lights in the room.",1
"As it's a 'smart' TV, why don't you put a small keyboard on remote control?",1
"Very Bright, ROKU MHL works great, no issue setting up, menu very easy to figure out.",2
"This TV appeared to have everything we needed although the manual was unclear about what the USB port would support, saying different things in different places.",1
It does exhibit the standard flaws with an edge lit LED TV.,1
It does not add Fn-button functionality.FACT:  I have read many reports about the black edition of this Netbook maintaining a large gap between the trackpad and keyboard assembly.,1
Did some research to find forums with many many others with new Panasonic TV's with the same issue.,1
but it would be so much more user friendly if it explained all the options.,1
I only got the iPad mini because the app ecosystem is so deep and there are games on it that my daughter wants to play that are unavailable on the Kindle Fire HDX.,1
I downloaded it to my iPad.,1
I didn't realize just how much I would enjoy a kindle.,2
I've connected with my computer and it's a dream.,2
After researching many LCD's including the LCD models with backlit LED's we (VantageIS LLC )came to the conclusion that this plasma HDTV was far superior in quality.,2
"Yes, I hit the wrong button, but come on, somebody must have thought through the layout of the remote and said what if some lazy guy is laying on the couch navigating around without great cerebral effort?",1
"Dual sim card is an advantage, works well, internet friendly, perfect functions with android apps.",2
"Good morning, the phone great, filled my expectations, but the charger came with the European terminal.",1
I only have it a short time So only time will tell how reliable it will be.,1
I've gone through 3 of these.,1
"I use the ear bug instead.If you need a good phone, you will be happy with this one.",2
I would definitely buy this TV from Amazon again.,2
There is also a possibility that the LG 840g has a very poor front end as far as receiving signal goes.,0
We just love our 65 inch flat screen smart tv.,2
There are good games and apps but its hard to find them because of all the crap in the App Store.,1
(I have an Olympus SLR from some years back that does not perform nearly as well in low light as this camera in spite of a larger sensor.,1
